Orthogroup	Uloborus_diversus	Drosophila_melanogaster
OG0000103	GJZJ01234560.1.p1, jg23839.t2.p1, jg23839.t4.p1, jg23839.t3.p1, GJZJ01053678.1.p1, GJZJ01233711.1.p1, GJZJ01145697.1.p1, GJZJ01212377.1.p1, jg21040.t2.p1, jg21040.t1.p1, GJZJ01160626.1.p1, GJZJ01004544.1.p1, GJZJ01131700.1.p1	FBpp0298828
OG0000104	GJZJ01067515.1.p2, GJZJ01067515.1.p1, jg22782.t2.p1, jg22782.t1.p1, jg22781.t1.p1, jg22781.t2.p1, jg11185.t2.p1, jg11185.t3.p1, GJZJ01025705.1.p1, GJZJ01050217.1.p2, jg22780.t1.p1, GJZJ01152947.1.p1, jg22772.t1.p1, jg11188.t1.p1, GJZJ01232197.1.p1	FBpp0303434, FBpp0305328, FBpp0305331, FBpp0305330, FBpp0300642
OG0000106	jg12895.t1.p1, GJZJ01200505.1.p1, GJZJ01148198.1.p1, GJZJ01035962.1.p1	FBpp0075504, FBpp0082514
OG0000106	jg39620.t1.p1, GJZJ01208413.1.p1, GJZJ01127962.1.p1, jg41910.t1.p1, jg41886.t1.p1, jg22479.t1.p1, GJZJ01273095.1.p1, GJZJ01072270.1.p1, GJZJ01085344.1.p2, GJZJ01138992.1.p1, GJZJ01145837.1.p1	FBpp0082175, FBpp0083974, FBpp0081956
OG0000107	jg26505.t1.p1, jg1762.t1.p1, GJZJ01204013.1.p1, GJZJ01185754.1.p1	FBpp0081304, FBpp0303221
OG0000107	jg38594.t1.p1	FBpp0079583
OG0000108	jg36746.t1.p1, GJZJ01259660.1.p1	FBpp0085333, FBpp0072554
OG0000109	GJZJ01131900.1.p2, GJZJ01131900.1.p1, GJZJ01039426.1.p1	FBpp0072177, FBpp0289838
OG0000109	GJZJ01261024.1.p1, GJZJ01027684.1.p1, jg39036.t1.p1	FBpp0085721
OG0000110	GJZJ01131322.1.p1, GJZJ01091960.1.p1, jg24245.t1.p2, jg24245.t1.p1, GJZJ01268811.1.p1, GJZJ01096193.1.p1, GJZJ01127943.1.p1	FBpp0074380
OG0000111	jg34602.t1.p1, jg12499.t1.p1, GJZJ01032616.1.p1, GJZJ01141784.1.p1, GJZJ01267053.1.p1, GJZJ01170754.1.p1, GJZJ01217311.1.p1, jg12500.t1.p1, GJZJ01059123.1.p1, jg34606.t1.p1, GJZJ01116959.1.p1, jg34608.t1.p1, GJZJ01028425.1.p1, jg34605.t1.p1, GJZJ01151243.1.p1, jg34603.t1.p1, GJZJ01023969.1.p1, GJZJ01102927.1.p1, GJZJ01212201.1.p1	FBpp0073756, FBpp0082385, FBpp0289879, FBpp0293860
OG0000120	jg14912.t1.p1, GJZJ01278197.1.p1, GJZJ01129417.1.p1, jg1942.t1.p1, GJZJ01125677.1.p1, GJZJ01041206.1.p1, GJZJ01216407.1.p1, GJZJ01007414.1.p1, jg2381.t1.p1	FBpp0070692, FBpp0303420, FBpp0303418
OG0000124	GJZJ01107224.1.p1, GJZJ01189617.1.p1, GJZJ01085978.1.p1, jg12840.t1.p1, GJZJ01261990.1.p1, GJZJ01196751.1.p1, GJZJ01017098.1.p1, jg12390.t1.p1, GJZJ01259150.1.p1	FBpp0070642
OG0000125	jg33191.t1.p1, jg33191.t2.p1, GJZJ01010776.1.p1, jg33329.t1.p1, GJZJ01109639.1.p1, GJZJ01137528.1.p1	FBpp0071206, FBpp0110528, FBpp0110515, FBpp0110508, FBpp0073324, FBpp0291423, FBpp0297622, FBpp0083499, FBpp0073450, FBpp0083603
OG0000126	jg12034.t1.p1, GJZJ01278454.1.p1, jg10033.t1.p1, GJZJ01051685.1.p1, jg14058.t1.p1	FBpp0073156, FBpp0077724
OG0000126	jg12575.t1.p1, GJZJ01221873.1.p1, jg12573.t1.p1, jg12574.t1.p1, jg7917.t1.p1, jg15308.t1.p1	FBpp0423154, FBpp0291049, FBpp0079503, FBpp0079502
OG0000126	GJZJ01219161.1.p1, GJZJ01022647.1.p1, jg5894.t1.p1, jg5884.t1.p1, jg12657.t1.p1, jg12651.t1.p1, jg12656.t1.p1, GJZJ01035137.1.p1, jg12664.t1.p1, jg12662.t1.p1	FBpp0084061, FBpp0084023, FBpp0303342
OG0000126	jg5867.t1.p1, jg15061.t1.p1, GJZJ01017649.1.p1	FBpp0289395, FBpp0305094, FBpp0288426
OG0000126	jg5889.t1.p1, GJZJ01228683.1.p1, jg12666.t1.p1, jg5893.t1.p1, GJZJ01167846.1.p2	FBpp0073155
OG0000128	GJZJ01178978.1.p1, jg22255.t1.p1	FBpp0078132
OG0000128	GJZJ01157461.1.p1, GJZJ01111350.1.p1, jg29247.t1.p1	FBpp0082936, FBpp0082956
OG0000128	jg17846.t1.p1, GJZJ01246800.1.p1, jg23200.t1.p1	FBpp0305032, FBpp0303062
OG0000128	jg12227.t1.p1	FBpp0085108
OG0000128	jg18894.t1.p1, jg28874.t1.p1, GJZJ01174477.1.p1, jg19134.t1.p1, GJZJ01134475.1.p1	FBpp0303325
OG0000128	GJZJ01233194.1.p1, jg12219.t1.p1	FBpp0303554
OG0000128	jg23712.t1.p1	FBpp0303088, FBpp0303089, FBpp0423127
OG0000128	GJZJ01051415.1.p1, GJZJ01239340.1.p1, jg27371.t1.p1, GJZJ01077843.1.p1	FBpp0300821, FBpp0288773, FBpp0291156, FBpp0083653, FBpp0303153
OG0000130	jg23236.t1.p1, GJZJ01146073.1.p1, GJZJ01163819.1.p1, GJZJ01231200.1.p1, GJZJ01088810.1.p1, GJZJ01044999.1.p1, GJZJ01125773.1.p1	FBpp0070965
OG0000132	GJZJ01096991.1.p1, GJZJ01067903.1.p1, jg22517.t1.p1, GJZJ01060480.1.p1, jg38263.t1.p1	FBpp0074746, FBpp0288483, FBpp0074747, FBpp0083537, FBpp0084975
OG0000133	jg34855.t1.p1, jg8206.t1.p1, GJZJ01153865.1.p1, jg6780.t1.p1, jg6780.t2.p1, GJZJ01168435.1.p1, jg27532.t1.p1, GJZJ01247835.1.p1, jg27534.t1.p1, jg27538.t1.p1, jg16079.t1.p1, jg7135.t1.p1, jg7134.t1.p1, GJZJ01111355.1.p1, GJZJ01132971.1.p1, jg42868.t1.p1	FBpp0110338, FBpp0308386, FBpp0086545
OG0000136	GJZJ01208948.1.p1, jg11659.t1.p1, GJZJ01210491.1.p1, jg33888.t1.p1	FBpp0082095, FBpp0082064, FBpp0075926, FBpp0082205, FBpp0084939, FBpp0084937
OG0000138	jg9885.t1.p1, jg9886.t1.p1, jg9887.t1.p1, GJZJ01226794.1.p1, GJZJ01169800.1.p1	FBpp0297922, FBpp0303630, FBpp0111664, FBpp0110099, FBpp0290351, FBpp0084519, FBpp0084520, FBpp0084523, FBpp0084522, FBpp0084521, FBpp0084449, FBpp0084450
OG0000139	GJZJ01127334.1.p1	FBpp0312297
OG0000139	GJZJ01131197.1.p1, GJZJ01056944.1.p1, jg2881.t1.p1, GJZJ01241063.1.p1, GJZJ01082527.1.p1, jg2874.t2.p1, GJZJ01056016.1.p1, jg2880.t1.p1, GJZJ01173248.1.p1, jg22048.t3.p1, GJZJ01005782.1.p1, GJZJ01166395.1.p1, GJZJ01223708.1.p1, GJZJ01242256.1.p1, jg22048.t2.p1	FBpp0088502
OG0000140	GJZJ01121685.1.p1, jg34515.t1.p1, GJZJ01137407.1.p1, jg918.t1.p1, jg29013.t1.p1, GJZJ01225690.1.p1, jg917.t1.p1	FBpp0074844
OG0000141	jg30276.t3.p1, GJZJ01144630.1.p1	FBpp0076649, FBpp0078301
OG0000141	GJZJ01021163.1.p1, jg30276.t1.p1, GJZJ01075602.1.p1, jg4553.t1.p1, GJZJ01074191.1.p1, GJZJ01013690.1.p1	FBpp0071084
OG0000142	GJZJ01234853.1.p1, GJZJ01009362.1.p1, jg42658.t1.p1	FBpp0078672
OG0000142	GJZJ01029531.1.p2, jg26884.t1.p1, jg42656.t1.p1, GJZJ01116330.1.p1, GJZJ01237537.1.p1	FBpp0078640
OG0000144	jg11278.t1.p1, jg12798.t1.p1, jg4640.t1.p1, jg38100.t2.p1, jg38100.t1.p1, jg4636.t1.p1, GJZJ01009102.1.p1, jg38099.t1.p1, GJZJ01038467.1.p1, jg23404.t1.p1, jg23406.t1.p1	FBpp0089056
OG0000146	GJZJ01045539.1.p1, GJZJ01004951.1.p1, GJZJ01148657.1.p1, GJZJ01107678.1.p2, GJZJ01182050.1.p1, GJZJ01201622.1.p1	FBpp0072009
OG0000147	GJZJ01113120.1.p2	FBpp0300324, FBpp0308625, FBpp0297618, FBpp0428244
OG0000150	GJZJ01025830.1.p1, GJZJ01143402.1.p1, GJZJ01201293.1.p1, GJZJ01163313.1.p1, GJZJ01004840.1.p1, GJZJ01173058.1.p1, GJZJ01005001.1.p1, jg18736.t1.p1, GJZJ01232364.1.p1, GJZJ01217071.1.p1, GJZJ01083231.1.p1, GJZJ01152027.1.p1, GJZJ01233210.1.p1, GJZJ01151067.1.p1	FBpp0082250
OG0000152	jg11992.t1.p1, GJZJ01238940.1.p1, m1-g32377.t1.p1, jg36165.t1.p1	FBpp0311444
OG0000152	jg28936.t1.p1, jg28959.t1.p1, GJZJ01088660.1.p1, GJZJ01232187.1.p1, jg31144.t1.p1, GJZJ01176030.1.p1	FBpp0081791, FBpp0111701
OG0000152	jg4139.t1.p1, GJZJ01008906.1.p1, GJZJ01127760.1.p1, GJZJ01154846.1.p1, jg4141.t1.p1	FBpp0303330
OG0000152	jg33853.t1.p1, jg12114.t1.p1, GJZJ01218843.1.p1	FBpp0076853
OG0000152	jg10334.t1.p1, GJZJ01201403.1.p1	FBpp0083497
OG0000152	jg15551.t1.p1, jg30377.t1.p1, jg30577.t1.p1, GJZJ01273343.1.p1, GJZJ01210629.1.p1	FBpp0300637, FBpp0300635
OG0000152	GJZJ01189815.1.p1, GJZJ01093534.1.p1, jg17065.t1.p1	FBpp0074640
OG0000154	GJZJ01131182.1.p1, jg30238.t1.p1, jg29733.t1.p1, GJZJ01001208.1.p1, GJZJ01248620.1.p1	FBpp0300515
OG0000156	jg11443.t1.p1, GJZJ01001082.1.p1, GJZJ01001082.1.p2, jg26827.t1.p1, jg25746.t1.p1, GJZJ01155125.1.p1, jg25745.t1.p1, GJZJ01262513.1.p1, GJZJ01067641.1.p1, GJZJ01040840.1.p1, jg26825.t2.p1	FBpp0074848, FBpp0099666, FBpp0290914
OG0000157	jg20977.t1.p1	FBpp0081138
OG0000157	jg14853.t1.p1, jg14852.t1.p1, jg20981.t1.p1, GJZJ01037935.1.p1	FBpp0428124
OG0000157	jg21000.t1.p1	FBpp0081161
OG0000157	jg23598.t1.p1, GJZJ01142738.1.p1	FBpp0087667
OG0000157	jg37025.t1.p1	FBpp0084460
OG0000157	jg8697.t1.p1, GJZJ01110819.1.p1, jg8698.t1.p2	FBpp0076468
OG0000157	jg8694.t1.p1	FBpp0083671
OG0000157	jg19632.t1.p1, jg19635.t1.p1	FBpp0081170, FBpp0306007
OG0000157	jg20963.t1.p1	FBpp0081139
OG0000157	jg14835.t1.p1, GJZJ01237306.1.p2, GJZJ01040582.1.p1	FBpp0082796, FBpp0082793
OG0000157	jg21022.t1.p1, GJZJ01006223.1.p1, GJZJ01242926.1.p1	FBpp0082829
OG0000160	GJZJ01211864.1.p1, GJZJ01037393.1.p1	FBpp0079090
OG0000163	GJZJ01272544.1.p1, GJZJ01112834.1.p1, GJZJ01083390.1.p1, jg18377.t1.p1, GJZJ01167516.1.p1, GJZJ01141811.1.p1, jg2089.t1.p1, GJZJ01038323.1.p1	FBpp0073600
OG0000165	jg8073.t1.p1, jg8072.t1.p1, GJZJ01049127.1.p1, jg8071.t1.p1, GJZJ01261560.1.p1, GJZJ01199898.1.p1, GJZJ01017330.1.p1, jg22582.t1.p1	FBpp0303523, FBpp0089226
OG0000165	GJZJ01129435.1.p1	FBpp0310196
OG0000166	jg35976.t1.p1, GJZJ01124122.1.p1, jg13970.t1.p1, jg13866.t1.p1, jg18824.t1.p1, jg18823.t1.p1, jg14359.t1.p1, jg7862.t1.p1, GJZJ01206528.1.p1, GJZJ01272271.1.p1	FBpp0091113
OG0000167	GJZJ01104204.1.p1, jg31502.t1.p1, GJZJ01254187.1.p1, jg27906.t1.p1, GJZJ01237982.1.p1, jg27898.t2.p1	FBpp0292843, FBpp0099721
OG0000170	jg17665.t1.p1	FBpp0078972
OG0000171	jg18943.t1.p1, GJZJ01251880.1.p1, jg24457.t1.p1, jg29675.t1.p1	FBpp0306507
OG0000174	jg7316.t1.p1, jg7315.t1.p1, GJZJ01272498.1.p1, GJZJ01005260.1.p1, GJZJ01114263.1.p1, GJZJ01276487.1.p1, GJZJ01115391.1.p1, jg4038.t1.p1, GJZJ01078087.1.p1, jg16088.t1.p1	FBpp0310216
OG0000175	GJZJ01275079.1.p1, GJZJ01160860.1.p1, GJZJ01250790.1.p1, GJZJ01182398.1.p1, GJZJ01059450.1.p1	FBpp0300161
OG0000175	GJZJ01028224.1.p1, GJZJ01269318.1.p1, jg12957.t1.p1, jg12940.t1.p1, GJZJ01143995.1.p1	FBpp0079406
OG0000177	jg43753.t1.p1, jg5431.t1.p1, jg43754.t1.p1, GJZJ01101211.1.p1, jg13803.t1.p1, GJZJ01003770.1.p1, jg5430.t1.p1	FBpp0073715
OG0000178	jg10808.t1.p1	FBpp0110252
OG0000178	GJZJ01185910.1.p1, jg43976.t1.p1	FBpp0110120, FBpp0083397
OG0000179	jg22438.t1.p1, GJZJ01007547.1.p1	FBpp0088240
OG0000180	jg40849.t1.p1, GJZJ01250776.1.p1, jg39432.t1.p1, jg41473.t1.p1, jg40667.t1.p1, jg44418.t1.p1, GJZJ01060680.1.p3, jg24399.t1.p1, jg40480.t1.p1, jg19104.t1.p1, jg40886.t1.p1, jg17433.t1.p1, jg39850.t1.p1, jg25939.t1.p1, jg5861.t1.p1, GJZJ01127772.1.p1, jg17552.t1.p1, jg24333.t1.p1, jg3054.t1.p1, jg43968.t1.p1, jg41464.t1.p1, jg43116.t1.p1, jg42096.t1.p1, jg1592.t1.p1, GJZJ01143192.1.p1, jg4376.t1.p1, jg19103.t1.p1, GJZJ01131589.1.p1, GJZJ01088714.1.p1, jg14036.t1.p1, jg41337.t1.p1, jg39508.t1.p1, jg1576.t1.p1, jg20658.t1.p1, jg85.t1.p1, jg16281.t1.p1, GJZJ01066883.1.p1, GJZJ01133080.1.p1, GJZJ01081137.1.p1, jg42298.t1.p1, jg40432.t1.p1, GJZJ01124829.1.p1, jg40694.t1.p1, GJZJ01246920.1.p1, GJZJ01170452.1.p1, jg34571.t1.p1, jg15838.t1.p1, jg16516.t1.p1, jg16791.t1.p1, jg20822.t2.p1, GJZJ01060680.1.p2, jg39863.t1.p1, jg32728.t1.p1, jg16515.t1.p1, jg38367.t1.p1, jg17635.t1.p1, GJZJ01035957.1.p1	FBpp0076532
OG0000181	GJZJ01172846.1.p1, jg2461.t1.p1, GJZJ01004320.1.p1, GJZJ01193020.1.p1, GJZJ01060530.1.p1, GJZJ01043113.1.p1	FBpp0289586, FBpp0088123, FBpp0088112
OG0000182	jg33959.t1.p1, jg28883.t1.p1, GJZJ01005825.1.p1, jg16491.t1.p1, jg5745.t1.p1, GJZJ01155683.1.p1, GJZJ01249635.1.p1, jg40079.t1.p1, jg41472.t1.p1, jg41409.t1.p1, jg1695.t1.p1, GJZJ01096579.1.p1, jg28348.t1.p1, jg16303.t1.p1, GJZJ01141440.1.p1, jg26522.t1.p1	FBpp0293413
OG0000182	jg15372.t1.p1, jg42235.t1.p1, jg37282.t1.p1, GJZJ01022158.1.p1, jg41576.t1.p1, jg40975.t1.p1, jg35879.t1.p1, jg14649.t1.p1, jg1285.t1.p1, jg36603.t1.p1, GJZJ01167469.1.p1, jg12737.t1.p1, jg892.t1.p1, GJZJ01247448.1.p1, jg42262.t1.p1, GJZJ01188149.1.p1	FBpp0079738
OG0000183	GJZJ01118983.1.p1, jg26394.t1.p1, jg4261.t1.p1, GJZJ01151888.1.p1, GJZJ01023961.1.p1, jg4258.t1.p1, jg4258.t2.p1, GJZJ01238984.1.p1, jg26393.t1.p1	FBpp0293013
OG0000189	GJZJ01187934.1.p1, GJZJ01049708.1.p1, jg19386.t1.p1, GJZJ01114215.1.p1	FBpp0083231, FBpp0082779, FBpp0082780, FBpp0290087, FBpp0082074, FBpp0099966, FBpp0079296, FBpp0070407, FBpp0309070
OG0000191	jg33399.t1.p1	FBpp0072914
OG0000191	jg3071.t1.p1	FBpp0288638
OG0000191	jg19057.t1.p1, GJZJ01146097.1.p1	FBpp0113017
OG0000191	GJZJ01007036.1.p2, jg26647.t1.p1, GJZJ01000405.1.p1	FBpp0301781
OG0000191	GJZJ01196633.1.p1, GJZJ01093086.1.p1	FBpp0292310
OG0000192	GJZJ01070579.1.p1	FBpp0072545
OG0000192	jg6905.t1.p1, GJZJ01016922.1.p1	FBpp0087579
OG0000192	jg6901.t1.p1, jg6902.t1.p1, jg42877.t1.p1, GJZJ01140371.1.p1	FBpp0083069, FBpp0087858
OG0000192	GJZJ01119186.1.p1, jg11735.t1.p1	FBpp0428139, FBpp0311747
OG0000193	GJZJ01114418.1.p1, jg27959.t1.p1, GJZJ01219063.1.p1	FBpp0083654, FBpp0085824, FBpp0085825, FBpp0083878, FBpp0081632, FBpp0081630, FBpp0081631, FBpp0081621, FBpp0081622, FBpp0083678, FBpp0087468
OG0000194	GJZJ01269372.1.p1, GJZJ01269372.1.p2, jg32660.t1.p1, GJZJ01266816.1.p1, jg8564.t1.p1, GJZJ01112232.1.p1, GJZJ01064143.1.p1, jg27919.t1.p1, GJZJ01063679.1.p1, jg27929.t1.p1	FBpp0079165
OG0000196	GJZJ01169362.1.p1, GJZJ01123246.1.p1, GJZJ01259853.1.p1, GJZJ01122840.1.p1, GJZJ01023756.1.p1, jg43873.t1.p1, jg43873.t2.p1, GJZJ01116103.1.p1	FBpp0289115, FBpp0300573, FBpp0077803, FBpp0300574, FBpp0300575
OG0000198	GJZJ01276729.1.p1, GJZJ01237823.1.p1, jg13249.t1.p1, GJZJ01264502.1.p1, GJZJ01195108.1.p1, jg35977.t1.p1, GJZJ01092241.1.p2, GJZJ01186165.1.p1	FBpp0078649
OG0000199	GJZJ01094274.1.p1, jg13219.t1.p1, jg13218.t1.p1, GJZJ01175116.1.p1, jg27321.t1.p1	FBpp0304968
OG0000200	GJZJ01105962.1.p1	FBpp0074394
OG0000200	jg25791.t1.p1	FBpp0088345, FBpp0082243
OG0000200	GJZJ01076293.1.p1, jg37345.t1.p2, jg37348.t1.p1, jg37339.t1.p1, GJZJ01069955.1.p1, jg12913.t1.p1, GJZJ01166167.1.p1	FBpp0087596
OG0000200	jg36341.t1.p1	FBpp0079060
OG0000203	jg14214.t1.p1, GJZJ01198743.1.p1, jg13796.t2.p1	FBpp0087555
OG0000203	jg14213.t1.p1, GJZJ01113555.1.p1	FBpp0084879
OG0000203	jg13794.t1.p1, jg26572.t1.p1	FBpp0307143
OG0000204	jg39361.t1.p1	FBpp0075379
OG0000204	jg11384.t1.p1, jg39362.t1.p1, GJZJ01087952.1.p1, GJZJ01267549.1.p1, GJZJ01272792.1.p1	FBpp0084502, FBpp0088598
OG0000205	GJZJ01173781.1.p1, GJZJ01118266.1.p1, jg4132.t1.p1, GJZJ01241194.1.p2, jg10466.t1.p1, GJZJ01241194.1.p1, GJZJ01138567.1.p1	FBpp0070416, FBpp0070417
OG0000206	jg20120.t1.p1, jg43020.t1.p1, GJZJ01125193.1.p1, GJZJ01024486.1.p1, jg43838.t1.p1, jg10739.t1.p1, GJZJ01145450.1.p1, jg9439.t1.p1, GJZJ01169930.1.p1, GJZJ01124946.1.p1, jg9366.t1.p1	FBpp0080745, FBpp0085095, FBpp0071696, FBpp0071695, FBpp0071694, FBpp0073864, FBpp0076794, FBpp0081538, FBpp0304205
OG0000208	jg45272.t1.p1, jg45269.t1.p1, GJZJ01219079.1.p1, jg31862.t1.p1, jg45268.t1.p1, GJZJ01272289.1.p2, GJZJ01272289.1.p1, GJZJ01245535.1.p1, GJZJ01202970.1.p2, GJZJ01152562.1.p1, GJZJ01275208.1.p3	FBpp0297083
OG0000209	jg8464.t1.p1, GJZJ01061694.1.p1, jg8465.t1.p1, GJZJ01264571.1.p1, jg8468.t1.p1, GJZJ01228806.1.p1, GJZJ01226142.1.p1, jg8466.t1.p1	FBpp0076796, FBpp0086113, FBpp0072472, FBpp0291183, FBpp0074089
OG0000215	jg32511.t1.p1, jg9906.t1.p1, GJZJ01177189.1.p1, jg42522.t1.p1, jg23277.t1.p1, jg18423.t1.p1, jg33990.t1.p1, jg13606.t1.p1, jg22364.t1.p1, jg42336.t1.p1, jg6768.t1.p1, jg33445.t1.p1, jg17893.t1.p1, jg27103.t1.p1, jg39910.t1.p1, jg255.t1.p1, jg90.t1.p1, jg22361.t1.p1, jg14793.t1.p1, jg42370.t1.p1, jg28690.t1.p1, jg44759.t1.p1, jg15655.t1.p1, jg40036.t1.p1, GJZJ01067304.1.p1, jg4647.t1.p1, GJZJ01063708.1.p1, jg41501.t1.p1, jg31808.t1.p1, jg43213.t1.p1, jg20072.t1.p1, jg28696.t1.p1, jg31553.t1.p1, jg6552.t1.p1, GJZJ01272776.1.p1, jg27332.t1.p1, GJZJ01085918.1.p1, jg21731.t1.p1	FBpp0072502
OG0000218	jg45174.t1.p1, GJZJ01070710.1.p1	FBpp0089167, FBpp0081946
OG0000218	jg15172.t1.p1, jg3617.t1.p1, GJZJ01078396.1.p1, jg5069.t1.p1, jg4698.t1.p1, GJZJ01242495.1.p1, GJZJ01000721.1.p1, GJZJ01074940.1.p1, jg17033.t1.p1, GJZJ01176788.1.p1, jg14906.t1.p1, GJZJ01243191.1.p1, GJZJ01225593.1.p1, jg30205.t1.p1, jg39080.t1.p1, GJZJ01117876.1.p1, jg3634.t1.p1	FBpp0083198
OG0000220	jg28838.t1.p1	FBpp0088248, FBpp0311208
OG0000220	jg15141.t1.p1, jg27003.t1.p1, GJZJ01213775.1.p1, jg15145.t1.p1	FBpp0303458
OG0000222	GJZJ01275923.1.p1, jg36411.t1.p1	FBpp0084691, FBpp0112213
OG0000225	GJZJ01196782.1.p1, jg10617.t1.p1, GJZJ01139338.1.p1, GJZJ01064778.1.p1	FBpp0078974
OG0000227	jg31062.t1.p1, jg7873.t1.p1	FBpp0300628, FBpp0423148, FBpp0311302
OG0000227	jg10975.t1.p1	FBpp0071592
OG0000227	GJZJ01000217.1.p1, GJZJ01191939.1.p1	FBpp0292051
OG0000227	jg24882.t1.p1, jg33750.t1.p1, jg24885.t1.p1	FBpp0423144
OG0000228	GJZJ01155945.1.p1, GJZJ01003084.1.p1, jg4784.t1.p1, GJZJ01108536.1.p1, GJZJ01232169.1.p1, jg42813.t1.p1, GJZJ01078532.1.p1, GJZJ01004842.1.p1	FBpp0088139
OG0000229	jg42832.t1.p1, jg36243.t2.p1, GJZJ01103073.1.p1, jg42833.t1.p1, GJZJ01270656.1.p1, jg42839.t1.p1	FBpp0301989, FBpp0309271
OG0000230	GJZJ01133177.1.p1, GJZJ01005883.1.p1, GJZJ01031300.1.p1, jg18944.t1.p1, GJZJ01002121.1.p1, GJZJ01240304.1.p1, jg45215.t1.p1, jg2190.t1.p1	FBpp0289294
OG0000231	jg23465.t1.p1, GJZJ01024069.1.p1, GJZJ01173808.1.p1, GJZJ01193956.1.p1, jg23464.t1.p1, jg23462.t1.p1, jg23463.t1.p1, jg7837.t1.p1, GJZJ01134476.1.p1, GJZJ01025518.1.p1, GJZJ01041174.1.p1	FBpp0079243, FBpp0080979, FBpp0085497, FBpp0087306, FBpp0085495, FBpp0085523, FBpp0085912, FBpp0078950
OG0000234	jg21730.t1.p1, GJZJ01269537.1.p1, GJZJ01030005.1.p1, jg23466.t1.p1, GJZJ01049741.1.p1	FBpp0297915, FBpp0288558
OG0000236	GJZJ01254271.1.p1, jg10803.t1.p1	FBpp0072677
OG0000236	jg40634.t1.p1, GJZJ01130852.1.p1, GJZJ01057386.1.p1, jg41809.t1.p1, GJZJ01061423.1.p1, GJZJ01237138.1.p1, GJZJ01222735.1.p1, GJZJ01260758.1.p1, GJZJ01242597.1.p1, GJZJ01084912.1.p1, jg41808.t1.p1, GJZJ01229332.1.p1, jg41807.t1.p1	FBpp0071472, FBpp0071471, FBpp0071463
OG0000237	jg10020.t1.p1, jg10020.t2.p1, GJZJ01219657.1.p1, GJZJ01091254.1.p1, GJZJ01061194.1.p1, jg37116.t2.p1, GJZJ01130057.1.p2, GJZJ01124256.1.p1, GJZJ01240241.1.p1	FBpp0303681, FBpp0303684
OG0000238	jg31634.t1.p1, GJZJ01087157.1.p1	FBpp0088583
OG0000239	GJZJ01241950.1.p1, GJZJ01023261.1.p1, jg32203.t1.p1, GJZJ01143071.1.p1, jg34326.t1.p1	FBpp0303942, FBpp0076037, FBpp0311219, FBpp0306958, FBpp0088403, FBpp0073730
OG0000239	jg24354.t1.p1, GJZJ01149048.1.p1, GJZJ01066871.1.p1, jg24343.t2.p1, GJZJ01105674.1.p1, GJZJ01260886.1.p1	FBpp0289895, FBpp0309451, FBpp0099910, FBpp0306511, FBpp0081870, FBpp0289718, FBpp0071086, FBpp0081202, FBpp0289780, FBpp0307252, FBpp0289452
OG0000240	jg26251.t1.p1, GJZJ01228968.1.p1, GJZJ01157442.1.p1, GJZJ01256452.1.p1, GJZJ01222266.1.p1, GJZJ01138978.1.p1, GJZJ01057365.1.p1	FBpp0072121
OG0000241	jg34391.t1.p1, jg34391.t4.p1, GJZJ01031094.1.p1, GJZJ01024992.1.p1, jg13589.t1.p1	FBpp0293553, FBpp0307700, FBpp0307699, FBpp0307703, FBpp0307704, FBpp0307696
OG0000242	jg772.t1.p1, GJZJ01053714.1.p3	FBpp0090973
OG0000245	jg25766.t1.p1, GJZJ01052737.1.p1, GJZJ01025814.1.p1, jg19549.t1.p1, jg16704.t1.p1, GJZJ01137619.1.p1	FBpp0112380
OG0000246	jg35983.t1.p1, GJZJ01141162.1.p1, GJZJ01189591.1.p1, GJZJ01181170.1.p1, jg6793.t1.p1, jg23459.t1.p1, jg23253.t1.p1, GJZJ01000718.1.p1, jg8119.t1.p1, jg8112.t1.p1, GJZJ01208724.1.p1	FBpp0290374
OG0000247	GJZJ01004744.1.p1, GJZJ01169334.1.p1, GJZJ01169743.1.p1, jg36849.t1.p1, GJZJ01169743.1.p2, jg31254.t1.p1, GJZJ01133977.1.p1, jg33656.t1.p1	FBpp0289611
OG0000249	GJZJ01103320.1.p1, GJZJ01202360.1.p1, GJZJ01108262.1.p1, jg27523.t1.p1, GJZJ01280139.1.p1, GJZJ01216360.1.p1, jg27521.t1.p1, GJZJ01253795.1.p1, GJZJ01003658.1.p1, GJZJ01053549.1.p1, jg22299.t1.p1, GJZJ01105783.1.p1	FBpp0075495
OG0000251	GJZJ01068695.1.p1, GJZJ01155260.1.p1, GJZJ01269262.1.p1, GJZJ01135429.1.p1, GJZJ01256570.1.p1, GJZJ01170260.1.p1, GJZJ01197427.1.p1	FBpp0073061
OG0000253	GJZJ01234196.1.p1, jg44352.t1.p1, GJZJ01234109.1.p1, GJZJ01039941.1.p1	FBpp0293663
OG0000254	GJZJ01093629.1.p1, GJZJ01176876.1.p1, GJZJ01142558.1.p1, GJZJ01044637.1.p1	FBpp0086222
